Type,                        Txhash,                        BlockTime Unix,                        BlockTime,                        Fee (SOL),                        TokenAccount,                        ChangeType,                        SPL BalanceChange,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenName(off-chain),                        Symbol(off-chain),                        SolTransfer Source,                        SolTransfer Destination,                        Amount (SOL)
TokenChange,5JKXWdNFyuKQ1jZk2zae5mav3mUb5K1vPrv2YSk1bRdcKFUp2gtSS56nKLiz1ayfDLGKENsqt44sUiU3PqCciPwy,1678482767,2023-03-10T21:12:47,0.000005,FrSV8Jx1mAgmP9uVeikhY9dGXer4vH8TkM85sBGhnRrN,dec,-2606.369089,585034.515783627,582428.146694627,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,GMT,,,
TokenChange,4ckp4bfJJt4JgjuBPF7wABHd3RwuefxKtMHm1JbTiv1athdafZbW5ZLXjY5Mu196eGUdLFukYkP29GWWPKQbAjHQ,1678468141,2023-03-10T17:09:01,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-473700,5731605.228319676,5257905.228319676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,2ticERUvBamyTQo2zfvZFM7rzwHsCvpG9MtPmGNhaXhEUeezsZYx4bXUW8Dzvvc3xNpR5RE3D6zMjJ2f8Vgbw13g,1678462519,2023-03-10T15:35:19,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-200,5060009.844466193,5059809.844466193,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,m8iqmBvxJwAF44bxUPRQkGS7Phg8z8obr74BEbc8SpSzXWNrY9hNzWXvL9QF1cbryDNf3PPmQB16jK1qSAeqDaf,1678413724,2023-03-10T02:02:04,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-99975,5831580.228319676,5731605.228319676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,2kxzjojRj4FkD6WH41w2TVoxbDxMGC76HRfMhfqkYZ4dT8gaLawEQNUsaQVP3hv9vptaK22Dvse8JdZndgnSrq1v,1678407847,2023-03-10T00:24:07,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-25000,5856580.228319676,5831580.228319676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,2hSUQaJ5pe5KThv8ShJEzWNGVZWxnEMSF6gMjX4JW1rNrR5yXDx5dUKDoSQK24pFAwTVxeQYrtBwVP1QWAqV7xye,1678356997,2023-03-09T10:16:37,0.000005,9aYoT91PdK3Q6i87AHRgAHvLQXSLh1cudEr8uFXMBrrJ,dec,-4864.340041,38380.054213,33515.714172,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,Raydium,RAY,,,
TokenChange,6P7BQizS6e5CStqpo7WpS1JEzRrSsn6Vimw32WTNZqoxRqYCn1m7jSPGevjgC93eoPwD6gmAC3YPkohAXh8PdTr,1678329317,2023-03-09T02:35:17,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-2332419.482644,6907070.140712,4574650.658068,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,2bzv5r8TCGKkLL8ATPgwGuvYGn2ZP5GSySShUu7jfNSV4DTzgwcVj9Mov5QAeRyEoJjV3XasVzMUJC7NQkoAhqVV,1678329277,2023-03-09T02:34:37,0.00001,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,6071146.762933,835923.377779,6907070.140712,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,3QwnryAn4dcsL9vc4f1bb89YET4qD7XDwBgraaPWkGJNdeoTWPF7Uj1fDyTEkTsju1ZzCAN5hjJYSPWHTzoFaqhw,1678328082,2023-03-09T02:14:42,0.000005,6mWPUjTQoNyvJuh6Mtfz2ttJ8nhjja3MdKZ2os1zmPAD,dec,-142.944661,56874.150059,56731.205398,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,Bonfida,FIDA,,,
TokenChange,5CeFyaUxchNdhyuVFE5jAQKTGKWny3o4CC4wcwjzTCQXd9nJrnL7qv8GTm6sE673HUtevsTwCVLXPU3ZGAP6hcvE,1678311402,2023-03-08T21:36:42,0.000005,9aYoT91PdK3Q6i87AHRgAHvLQXSLh1cudEr8uFXMBrrJ,dec,-1445.217641,39825.271854,38380.054213,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,Raydium,RAY,,,
TokenChange,2LXzCg5ibrFx5uX5RbvLP4Zz83PKK9SVETGCTP5jaiWSTTqpNobhZ2RSvx8UvpgPA98weajT3Tvr7jXoNkuXK9Vg,1678310847,2023-03-08T21:27:27,0.000005,9aYoT91PdK3Q6i87AHRgAHvLQXSLh1cudEr8uFXMBrrJ,dec,-50,39875.271854,39825.271854,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,Raydium,RAY,,,
TokenChange,57RZJmpX7wYtsRo6CwtELp1TXTnGWLbVDXy26BUcEUbx615SweXdPufzVQfVU4YL3UnaV39EqJWPWgfotT12yxa5,1678306262,2023-03-08T20:11:02,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-2525,5859105.228319676,5856580.228319676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,28Gys6Rz5DVWw8gjszYZYou6V63tPfCtxqN1yrjDbZsXYCrj4G7jr1cwtDDZ8JPdRj9QpNQZNxqs2KiCZkZf32VY,1678279208,2023-03-08T12:40:08,0.000005,9aYoT91PdK3Q6i87AHRgAHvLQXSLh1cudEr8uFXMBrrJ,dec,-1141.227898,41016.499752,39875.271854,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,Raydium,RAY,,,
TokenChange,5RYCzdDD84tFoYbZZ7Z92xYVFzoGTmm2nbHyJREaQqrFscnedcChwR4pXSHMwB4qKtcU9dB6NBSMpSorLGfhMWwW,1678233774,2023-03-08T00:02:54,0.000005,AhXqjW7ngUipetFU8CqD8HbuGFuXVbyfecjHEhydKXk4,inc,1,23,24,AxttynQniB5Nfj9YH9EpNLbJtGBqPy22Ea43PYQgsJZy,StarAtlas Anniversary,NOTIFNFT,,,
TokenChange,5BNRyzU7Mkmp7JjdHm4M7SWEoKdugZPAFaiCGA2GyMEBT4dbEMY2c21bHuiPXSrsDNvYJVq1UihFzhPNfJmCpdEx,1678215692,2023-03-07T19:01:32,0.000005,FrSV8Jx1mAgmP9uVeikhY9dGXer4vH8TkM85sBGhnRrN,dec,-1029.750221,586064.266004627,585034.515783627,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,GMT,,,
TokenChange,2Somyqwx7Mf2kzCeKfxYa3qHMq1UJKEGrXR4qiz525VkGk2MjpxGgX9bMkcgYybki2BcdFd94eXCBBSePppaGPiR,1678202182,2023-03-07T15:16:22,0.000005,FrSV8Jx1mAgmP9uVeikhY9dGXer4vH8TkM85sBGhnRrN,dec,-250,586314.266004627,586064.266004627,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,GMT,,,
TokenChange,3rBQo6ZhnsoRzMfSvBZFtH5jPwcNZPwPNpH95xpD7dSa9JAstnSwAGbR3Ra1kE4hPMVJHWjSBbT8KadM7Maeu3p7,1678158937,2023-03-07T03:15:37,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-159000,994923.377779,835923.377779,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,5eM543zEckGkf5L6rWu31fqr3wFkYnsh3gYVnHXt1PL7CFF6TRyQuujpwPWsPjkRutPGferpPUxvrxWoj2hVQmvy,1678133026,2023-03-06T20:03:46,0.000005,FrSV8Jx1mAgmP9uVeikhY9dGXer4vH8TkM85sBGhnRrN,dec,-996.170041,587310.436045627,586314.266004627,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,GMT,,,
TokenChange,46A1hG39Kh4hqUgNYb3xrodk6yVT118kqYgh99QqwebYzSoUgWEnY5XLGmCT9eKVK3micApsAAqB2iS7qQT6FjjT,1678079749,2023-03-06T05:15:49,0.000005,6mWPUjTQoNyvJuh6Mtfz2ttJ8nhjja3MdKZ2os1zmPAD,dec,-110.438725,56984.588784,56874.150059,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,Bonfida,FIDA,,,
TokenChange,4gnWo18iQhGqkFGpXFt4pWpZqFfc5sTHTt2AnViqPFgEwjjo9sLMv5qJ8G6exJJzjxaAFTCK92FAc6DzSKsg7AEy,1678079350,2023-03-06T05:09:10,0.000005,6mWPUjTQoNyvJuh6Mtfz2ttJ8nhjja3MdKZ2os1zmPAD,dec,-1,56985.588784,56984.588784,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,Bonfida,FIDA,,,
TokenChange,5oFdRtSeEnDbyD1Lt8ECdVJHuHewD1xsJSUvP6h5y6jvBygtEbbogubg9fiuLxnPyE8M9ZKJcJDz49urjok1yDdA,1678055151,2023-03-05T22:25:51,0.00001,4ov25ADiwRCwZ2b44YasLAY9t8AVF2PEpqL1Fhotb1BY,inc,1,,1,33DB3j4mtXBqEUQwXHVH6x1MRBexurGwoJPsWhzyoQUX,,,,,
TokenChange,4LzhteGF1ZTNcymLbKgHmRjpVezaADwtbVJ8DDA5JvDgYxNUsV1A9BYty2it3RjwciGAhqoANVLagpcy7ZdnzXGk,1678031681,2023-03-05T15:54:41,0.000005,FrSV8Jx1mAgmP9uVeikhY9dGXer4vH8TkM85sBGhnRrN,dec,-746.917959915,588057.354005542,587310.436045627,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,GMT,,,
TokenChange,oRTMpJgy7KxtnZC8KhKhGPvhF16pZWXcjSmBEfeqAaoKt6jBNrAqNz782GZEaWkKQXpig1ykSgYKFY1N6K9Dv6G,1677999905,2023-03-05T07:05:05,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-10575.324246,5070585.168712193,5060009.844466193,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,5z3jDkVtKMG1iV9jcQp7wimmvjSjKYj2HDGhVGdRf6G5nAbXXjKddYwLioM2Ru2rHkCJ1AWiFJu3CCpv3SH5LKqb,1677991100,2023-03-05T04:38:20,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-25878,5884983.228319676,5859105.228319676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,oXNCarUXvTXiJiTtJa4vvLpE9jquzvJmaqHVQwhwRxMd4CuNtFKrFVrXa7oSknVsFwAJTUJZh7f6MpenJ3F4EHw,1677990228,2023-03-05T04:23:48,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-10387.466234,5080972.634946193,5070585.168712193,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,5L2xSYNd34gRczx2ixJnFqE96CGmYUWrJr7ixgAq9vFSKHSp5nv3y7iGrCmB7cWwG5rF7tQv8XoBKbvGcYBSpwcS,1677980885,2023-03-05T01:48:05,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1177.93371,5082150.568656193,5080972.634946193,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,4Uf3R5YMeFQMY5r5hoWzuDo8wEXdY3z6AQ8pb1G22Zsx7tVicAvKduQNfoGm8z1rbeATHUxVWLUP7nQy5a3crrk9,1677979120,2023-03-05T01:18:40,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-8240.419986,5090390.988642193,5082150.568656193,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,3B6A15JDjaJzRdKySZdrNuwZpLsCJBFQhzXtkZCUyo96TFdnMhPFZyQsoV86SakZ8TjuSFT3cq2hJLHscDeFv2zp,1677950662,2023-03-04T17:24:22,0.000005,27Qfan7miBnPFZDKHWbXnZ3syW8sP5oPDjfkZK64tCZ7,inc,100,,100,PhiLR4JDZB9z92rYT5xBXKCxmq4pGB1LYjtybii7aiS,PhilOverdrive -> PhilOD,POVT,,,
TokenChange,5vkwHLk9uLytHPQ4BME6tLM1GDpC3HLBzgWgq3iVpChJ7Ydz2XkBuPupYYBi7X72X9UCaE4v9ssp9KWJqtCL5CY3,1677943555,2023-03-04T15:25:55,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-925.560442,5885908.788761676,5884983.228319676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,2hYvXVwd2JoBDUFWpuCxDy2hX8F9Ppa7pdW9yB1pQjdh7VSpyc6faDHmDhRKEpPsF9ntbM5vc9yy5xBJQyWtB8Mf,1677892396,2023-03-04T01:13:16,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,inc,-1102912.01722,2097835.394999,994923.377779,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,53QiToHaPHqNDqgPfxW12ZPAbsNXRWrsGG1byF73Pu4Bn1ypvKA1KzWxVRaaL2MfG6jGZbpwziDLq4dVUeYnZ4fF,1677883720,2023-03-03T22:48:40,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1068,5091458.988642193,5090390.988642193,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,77v5i5txEz6zwAmmJWnp79Su5nRxDwiZszmRzvnJRNNZEBkGQgkhby3YenBRC9PLwjV6REsVKmycYNyi5t9jbpk,1677861763,2023-03-03T16:42:43,0.000005,FrSV8Jx1mAgmP9uVeikhY9dGXer4vH8TkM85sBGhnRrN,dec,-324.31,588381.664005542,588057.354005542,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,GMT,,,
TokenChange,3xUKh7FUPigeqybRrKarm27BHG1YfsBkoLxBj6pjqEcqXMB3bJi7Ms6QUdKjVJouxfugbuM9QsKeoWSyYKuZtuw3,1677854855,2023-03-03T14:47:35,0.000005,FrSV8Jx1mAgmP9uVeikhY9dGXer4vH8TkM85sBGhnRrN,dec,-325.661439,588707.325444542,588381.664005542,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,GMT,,,
TokenChange,34tpMiq5onRvmHHAC6C6eFg8RZzZeZoXgiYNYmJAxF5s9cmbNYSAF2yJ7Ef4zG5fwcXrzsobuWy1nxy8nbuuCfYn,1677808475,2023-03-03T01:54:35,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-9611.349316,5895520.138077676,5885908.788761676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,3B4QikbVCZXMS7pM91hNbB5AuvAFbVKaHpBvQaChmgkk5FjNHHKJWvXSUQ4bK2f2CutCRg1eXZ6G8aZBPF5ane8f,1677807845,2023-03-03T01:44:05,0.000005,6mWPUjTQoNyvJuh6Mtfz2ttJ8nhjja3MdKZ2os1zmPAD,dec,-177,57162.588784,56985.588784,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,Bonfida,FIDA,,,
TokenChange,2g6rHxVZXEzSp2DU5iF6oKhebYhG6euvLv75Q9QMKuA3myBKUGGQrLRjTbPniJzPG96Pg5DfYq5MDqabzWT7hA1e,1677803835,2023-03-03T00:37:15,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-4.5,5895524.638077676,5895520.138077676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,5DaMv7bC9azUqfpYCcmxevf81GWvggLhrcMWRtUSGjXgawDCxhi1uFHN3edfduAfJEYttcFkbk9JLzsZ2i4Dh3r3,1677803766,2023-03-03T00:36:06,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-1600,5897124.638077676,5895524.638077676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,4TTpzAwz7rdWXMBZNaemHwcG6Q6Ni9HCzkZEiJ7R8TbUoBxx7To1VTbmhCQMQ9gXRjq4NYizPn3Gbiu9Czxgi2Nq,1677803690,2023-03-03T00:34:50,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-28000,5925124.638077676,5897124.638077676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,3U54rzbMtpW57C157USpCgBbnxQtCAsD44UwvA656akipaB2uMg8GSEj3Zsi4Uydr8T8cc3EpD5hvND9btmxaR4h,1677779347,2023-03-02T17:49:07,0.00001,5iovAqjW8aXmTntBP7u93bisButw6hZ4jrf7UUowDbLm,inc,1,,1,DoBuNEYcofjFDH9zAjvj2z5EdFVN9Bh1RmnR2PA89T8i,Stellar Ventures #00003 (svc.vc),,,,
TokenChange,4xg5ixFr3xHZphDd7owVdQn2hNtiXKeZuBq2JHLXaxpC7cMiU7TaQKpJDmZL5HKS7gw1tdbg7djaEmcTX9g554BS,1677771106,2023-03-02T15:31:46,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-16000,5107458.988642193,5091458.988642193,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,2Fd49fqU4jNxtRsV3f4jeHvdt3s5WS31Hsg2i47nREMoVQLeMuPxioYdaf5PLHtKkTq77LMKV6rSn67wajKzTcdE,1677770365,2023-03-02T15:19:25,0.000005,FrSV8Jx1mAgmP9uVeikhY9dGXer4vH8TkM85sBGhnRrN,dec,-200,588907.325444542,588707.325444542,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,GMT,,,
TokenChange,2K7M1akgL6UaB64MpG2UorA78559yeANqbprcdLv6ZXxUF5p3AsViPJTackfriZMeYX7BVQrrC18kQrNSobWEeSG,1677733685,2023-03-02T05:08:05,0.000005,9aYoT91PdK3Q6i87AHRgAHvLQXSLh1cudEr8uFXMBrrJ,dec,-4488.102924,45504.602676,41016.499752,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,Raydium,RAY,,,
TokenChange,YJTFGtx3nr5ffoFCFG22PcqFhkheLKG3zJ7vHxYqJ458FVnULNEnpCDTKYZdyxrfRMFCC5U1MjMHXCxa6AhQjtY,1677732624,2023-03-02T04:50:24,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-19000,5944124.638077676,5925124.638077676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,2SiTDdJWm18q8kw8sxuRu7Y3h6wiczyRqQLbE4wRMo9UMUXxx1q5Qtmx4P5sa3N5nuXTBvRx34nNBAaq2gJL1wQc,1677731635,2023-03-02T04:33:55,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-645,5944769.638077676,5944124.638077676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,wVsBCZaZ5E2PJhjaX2KnEN4GEdBoERftGrtdL5BAG7dXMUgYEGjdpZq7FocvbJM1bPduSrLRuY5PmpXNXbnWAmy,1677731554,2023-03-02T04:32:34,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-645,5945414.638077676,5944769.638077676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,5A2gUbdMCo4czYkouuFDa1YhtMfYaNvrvrf5xmVh8XgSao3BVxtXCpMmJhSwEk95seWdbvo32sVdMwdgho96dZ1H,1677731495,2023-03-02T04:31:35,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-25808.06176,5971222.699837676,5945414.638077676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,4Hitx9B7EEpXgtdJGZAGZxV3NXya8xxNHqPPZETATXCuVfq2mWhBMfpD51dbcUQAK8TYSd5xqvgErYk3Sd1AzzXy,1677730210,2023-03-02T04:10:10,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-2458284.988385,4556120.383384,2097835.394999,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,42tLQzsjMCdh4tsKMRVgvCJgoNhTGdz7R3Gz6MBmNG426SkzUYNnhcpaaLemMBmjC4dY78Z2zW8EFTyJtCGxguxL,1677727905,2023-03-02T03:31:45,0.000005,9aYoT91PdK3Q6i87AHRgAHvLQXSLh1cudEr8uFXMBrrJ,dec,-1671.138536,47175.741212,45504.602676,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,Raydium,RAY,,,
TokenChange,3bJVWCvo3zo3B9AZv6jFktEKgCifb3MeEAbh4pRv1Rr54Zs7TNAMHy7VBMKCakRj5QNu8pEeFR75CDnqFYopwPmV,1677727540,2023-03-02T03:25:40,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-10000,4566120.383384,4556120.383384,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,4HxHKqgNDzezXgEY6YpF2fsgVy8Lb32pJSYsZR1cmnM2yhQ2bday7fnft9TCf8FdX9mUfqw9a9hYWfAx1ejoY7gi,1677727410,2023-03-02T03:23:30,0.000005,FrSV8Jx1mAgmP9uVeikhY9dGXer4vH8TkM85sBGhnRrN,dec,-1558.411,590465.736444542,588907.325444542,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,GMT,GMT,,,
TokenChange,3rxfidq4vXLRrRdQgYpSCmCx8zG143k8dTu1qatBzSL8qjf7wLSCPEeyuyyzo57iaRo4KuJHwwkf1e19hU7dhjvY,1677726000,2023-03-02T03:00:00,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-63603.275707,6034825.975544676,5971222.699837676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,2EVRrG1sDQysriGj1AXwHw7EyR5AW5UxkkGQUchGhyL2xbSSVaboJPQKc6Pmn3SSHS9BD69Bz3Ufcwv1MuuFM7MZ,1677725774,2023-03-02T02:56:14,0.000005,9aYoT91PdK3Q6i87AHRgAHvLQXSLh1cudEr8uFXMBrrJ,dec,-287.964126,47463.705338,47175.741212,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,Raydium,RAY,,,
TokenChange,KT3fqceCDvrasVcC4dtN81rrNp8jDLCFRGttLfULJQLrfTXxEXHvrZZkvV5TMewVu2myTivtbMVxXtM7wr5x2JL,1677725616,2023-03-02T02:53:36,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-69273.768423,6104099.743967676,6034825.975544676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,5z2LHUcWqMGokLdzegnLE5aZ8Hhhc7GiK3GQCVKocGe94SC54XnGRU4frxag87h8gp3sCiFfevVwcidQZgwpkfsm,1677724510,2023-03-02T02:35:10,0.000005,9aYoT91PdK3Q6i87AHRgAHvLQXSLh1cudEr8uFXMBrrJ,dec,-5498.950103,52962.655441,47463.705338,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,Raydium,RAY,,,
TokenChange,4r2Fd5HDdBf3xS3CPnuoe2zQSJNgRcR7sDW8ZSSEKxGmmWX4XcyD9fDvhTaeejLMcZ1pDxMpLRmAwKhfvC7XJUxz,1677715870,2023-03-02T00:11:10,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-148160.590703,6252260.334670676,6104099.743967676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,3BtRKKpMVNfdpuqz5rPXnk69GMxWToopBFQsVx7jpHFBKEa76A43EFRYEi9q5PSiA9s9LMfL8pyDPX3g5M25K9vt,1677707585,2023-03-01T21:53:05,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-85949.339978,6338209.674648676,6252260.334670676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,4wQstdGxQpSrycYV8j3y2BrSL7hzpHqAXjit1ngZtDNdh4iQLFH1aSmV6PVsVj23anQqtUK1dHPRiiiGSoTdJfiy,1677691860,2023-03-01T17:31:00,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-96455.885605,6434665.560253676,6338209.674648676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
TokenChange,4Kyzw1qqnnCkuTvwY697JzyGSa76wUqEe5SkjTkTqK4vbiLC5EMXgsgSvpUP6FaFea8FNdX28vyXQidwxdtPtXEX,1677691850,2023-03-01T17:30:50,0.000005,AMytAPoc9xHQs5ZXWeLyQ4TjCdVXEf7nbf5QqdAARpYz,dec,-422973.297508,6857638.857761676,6434665.560253676,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,Samoyed Coin,SAMO,,,
